cctvi6,#genre#
[HD]凤凰中文 *r,https://stream1.freetv.fun/feng-huang-zhong-wen---r-1.m3u8
[BD]凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-2.m3u8
[BD]鳳凰衛視中文[geo-blocked],https://stream1.freetv.fun/feng-huang-wei-shi-zhong-wen-3.ctv
[HD]凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-8.m3u8
[HD]凤凰卫视,https://stream1.freetv.fun/feng-huang-wei-shi-11.ctv
[BD]凤凰香港[geo-blocked],https://stream1.freetv.fun/feng-huang-xiang-gang-12.ctv
[HD]凤凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-11.ctv
[HD]凤凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-5.ctv
[BD]凤凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-9.m3u8
[HD]凤凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-2.ctv
[BD]鳳凰衛視香港,https://stream1.freetv.fun/feng-huang-wei-shi-xiang-gang-2.ctv
[HD]凤凰香港 *r,https://stream1.freetv.fun/feng-huang-xiang-gang---r-1.m3u8
[HD]凤凰香港 *r,https://stream1.freetv.fun/feng-huang-xiang-gang---r-3.m3u8
[HD]凤凰香港 *r,https://stream1.freetv.fun/feng-huang-xiang-gang---r-2.m3u8
[BD]鳳凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-3.ctv
[HD]凤凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-6.m3u8
[HD]凤凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-4.ctv
[HD]凤凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-14.m3u8


電影,#genre#
[BD]axn *r,https://stream1.freetv.fun/axn--r-2.m3u8
[BD]axn *r,https://stream1.freetv.fun/axn--r-3.m3u8
[BD]axn *r,https://stream1.freetv.fun/axn--r-4.m3u8
[VGA]tvs western movie,https://stream1.freetv.fun/tvs-western-movie-2.m3u8
[BD]mytime movie network,https://stream1.freetv.fun/mytime-movie-network-4.m3u8
[VGA]tvs drive in movie,https://stream1.freetv.fun/tvs-drive-in-movie-1.m3u8
[BD]mytime movie network,https://stream1.freetv.fun/mytime-movie-network-2.m3u8
[BD]悬疑movie,https://stream1.freetv.fun/xuan-yi-movie-1.ctv
[VGA]movies!,https://stream1.freetv.fun/movies-1.m3u8
[SD]paramount movie channel,https://stream1.freetv.fun/paramount-movie-channel-1.m3u8
[SD]paramount movie channel,https://stream1.freetv.fun/paramount-movie-channel-2.m3u8
[HD]mytime movie network,https://stream1.freetv.fun/mytime-movie-network-1.m3u8
[BD]悬疑movie,https://stream1.freetv.fun/xuan-yi-movie-2.ctv
[SD]tvs drive in movie (360p),https://stream1.freetv.fun/tvs-drive-in-movie-2.m3u8
[SD]mytime movie network,https://stream1.freetv.fun/mytime-movie-network-5.m3u8
[SD]movies!,https://stream1.freetv.fun/movies-2.m3u8
[SD]tvs western movie (270p),https://stream1.freetv.fun/tvs-western-movie-1.m3u8
[BD]movie sphere,https://stream1.freetv.fun/movie-sphere-1.m3u8
[BD]mytime movie network,https://stream1.freetv.fun/mytime-movie-network-3.m3u8
[SD]popc[geo-blocked],https://stream1.freetv.fun/popc-3.ctv
[SD]popc[geo-blocked],https://stream1.freetv.fun/popc-4.m3u8
[BD]tvbs亚洲,https://stream1.freetv.fun/tvbsya-zhou-14.m3u8
[BD]tvbs亚洲,https://stream1.freetv.fun/tvbsya-zhou-15.m3u8
[BD]tvbs亚洲,https://stream1.freetv.fun/tvbsya-zhou-8.m3u8
[BD]tvbs亞洲,https://stream1.freetv.fun/tvbsya-zhou-11.m3u8
[HD]功夫电影,https://stream1.freetv.fun/gong-fu-dian-ying-1.m3u8
[SD]周星驰[geo-blocked],https://stream1.freetv.fun/zhou-xing-chi-2.m3u8
[BD]周星驰[geo-blocked],https://stream1.freetv.fun/zhou-xing-chi-1.m3u8
[BD]明珠[geo-blocked],https://stream1.freetv.fun/ming-zhu-7.ctv
[HD]明珠,https://stream1.freetv.fun/ming-zhu-8.ctv
[HD]明珠[geo-blocked],https://stream1.freetv.fun/ming-zhu-5.ctv
[BD]-明珠,https://stream1.freetv.fun/ming-zhu-12.m3u8
[BD]明珠,https://stream1.freetv.fun/ming-zhu-3.ctv
[HD]明珠,https://stream1.freetv.fun/ming-zhu-9.m3u8
[BD]明珠,https://stream1.freetv.fun/ming-zhu-4.m3u8
[BD]明珠,https://stream1.freetv.fun/ming-zhu-11.ctv
[BD]明珠,https://stream1.freetv.fun/ming-zhu-1.m3u8
[BD]明珠,https://stream1.freetv.fun/ming-zhu-2.ctv
[BD]美亚电影 *r,https://stream1.freetv.fun/mei-ya-dian-ying---r-3.m3u8
[BD]美亚电影 *r,https://stream1.freetv.fun/mei-ya-dian-ying---r-1.m3u8
[SD]凤凰电影,https://stream1.freetv.fun/feng-huang-dian-ying-4.m3u8
[SD]凤凰卫视电影台,https://stream1.freetv.fun/feng-huang-wei-shi-dian-ying-2.ctv
[SD]凤凰电影[geo-blocked],rtmp://39.107.120.164/live/diyp_fhdy
新聞,#genre#

[BD]now新闻[geo-blocked],https://stream1.freetv.fun/nowxin-wen-1.ctv
[BD]RTHK32,https://stream1.freetv.fun/rthk32-1.m3u8
[BD]rthk32,https://stream1.freetv.fun/rthk32-5.m3u8
[HD]rhk 32[geo-blocked],https://stream1.freetv.fun/rhk-32-1.ctv
[HD]rthk32 *r,https://stream1.freetv.fun/rthk32--r-1.m3u8
[HD]rthk32 *r,https://stream1.freetv.fun/rthk32--r-2.m3u8
[HD]rthk32 *r,https://stream1.freetv.fun/rthk32--r-3.m3u8
[VGA]港台電視 32,https://stream1.freetv.fun/gang-tai-dian-shi--32-3.ctv
[BD]无线新闻[geo-blocked],https://stream1.freetv.fun/wu-xian-xin-wen-2.m3u8
[BD]无线新闻,https://stream1.freetv.fun/wu-xian-xin-wen-4.m3u8
[BD]無綫新聞,https://stream1.freetv.fun/wu-xian-xin-wen-3.ctv
[BD]無綫新聞,https://stream1.freetv.fun/wu-xian-xin-wen-10.m3u8
[BD]無線新聞,https://stream1.freetv.fun/wu-xian-xin-wen-14.ctv
[HD]凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-2.m3u8
[HD]凤凰资讯 *r,https://stream1.freetv.fun/feng-huang-zi-xun---r-3.m3u8
[HD]凤凰资讯 *r,https://stream1.freetv.fun/feng-huang-zi-xun---r-1.m3u8
[HD]凤凰資訊 *r,https://stream1.freetv.fun/feng-huang-zi-xun---r-2.m3u8
[HD]凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-24.ctv
[HD]凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-15.m3u8
[HD]凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-20.ctv
[BD]凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-9.ctv
[HD]凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-14.ctv

